Umur,Kelas Pekerja,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,target
33,Wiraswasta,SMA,9,Cerai,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
24,Wiraswasta,5th-6th,3,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,0
31,Pemerintah Lokal,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
49,Wiraswasta,11th,7,Menikah,Asisten Rumah Tangga,Perempuan,0.0,0.0,40.0,0
54,Wiraswasta,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,40.0,1
41,Wiraswasta,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,58.0,1
27,Wiraswasta,SMA,9,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,1
19,Wiraswasta,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,26.0,0
68,,SMA,9,Menikah,,Perempuan,0.0,0.0,26.0,0
36,Wiraswasta,Sarjana,13,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
29,Wiraswasta,Sekolah Professional,15,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,55.0,0
18,,12th,8,Belum Pernah Menikah,,Perempuan,0.0,0.0,26.0,0
77,,Pendidikan Tinggi,10,Menikah,,Laki2,0.0,0.0,26.0,0
57,,10th,6,Menikah,,Laki2,0.0,0.0,40.0,0
34,Wiraswasta,Pendidikan Tinggi,10,Menikah,Pembersih,Laki2,0.0,0.0,50.0,0
20,Tidak Pernah Bekerja,SMA,9,Menikah LDR,,Laki2,0.0,0.0,35.0,0
28,,Pendidikan Tinggi,10,Belum Pernah Menikah,,Perempuan,0.0,0.0,40.0,0
48,Wiraswasta,Pendidikan Tinggi,10,Berpisah,Perbaikan Kerajinan,Perempuan,0.0,0.0,40.0,0
57,Wiraswasta,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,58.0,0
49,Pemerintah Negara,Master,14,Cerai,Spesialis,Perempuan,0.0,0.0,40.0,0
51,Wiraswasta,1st-4th,2,Menikah,Servis Lainnya,Laki2,0.0,0.0,54.0,0
25,Wiraswasta,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,26.0,0
50,Pemerintah Lokal,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,40.0,1
33,Pekerja Bebas Bukan Perusahan,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,35.0,0
40,Pekerja Bebas Bukan Perusahan,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,50.0,1
28,Wiraswasta,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,45.0,0
29,Wiraswasta,Sarjana,13,Belum Pernah Menikah,Tech-support,Laki2,0.0,0.0,40.0,0
26,Wiraswasta,Pendidikan Tinggi,10,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,40.0,0
36,Pemerintah Negara,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
52,Wiraswasta,D3,12,Cerai,Spesialis,Perempuan,0.0,0.0,32.0,0
26,Wiraswasta,Pendidikan Tinggi,10,Menikah,Supir,Laki2,0.0,0.0,52.0,1
35,Pemerintah Lokal,Pendidikan Tinggi,10,Menikah,Penjaga,Laki2,0.0,0.0,58.0,1
24,Wiraswasta,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,44.0,0
49,Wiraswasta,SMA,9,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,1
57,Wiraswasta,SMA,9,Menikah,Sales,Laki2,0.0,0.0,40.0,1
58,Wiraswasta,Doktor,16,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,26.0,0
41,Wiraswasta,Pendidikan Tinggi,10,Menikah LDR,Sales,Perempuan,0.0,0.0,40.0,0
21,Wiraswasta,Pendidikan Tinggi,10,Menikah,Servis Lainnya,Perempuan,0.0,0.0,30.0,0
40,Wiraswasta,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,1
33,Wiraswasta,D4,11,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
26,Wiraswasta,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,55.0,0
22,Pemerintah Lokal,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,53.0,0
50,Pemerintah Lokal,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,50.0,0
18,,12th,8,Belum Pernah Menikah,,Laki2,0.0,0.0,26.0,0
22,Wiraswasta,11th,7,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,40.0,0
42,Wiraswasta,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,58.0,1
34,Wiraswasta,11th,7,Cerai,Sales,Perempuan,0.0,0.0,37.0,0
36,Wiraswasta,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Perempuan,0.0,0.0,30.0,1
36,Wiraswasta,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Laki2,0.0,0.0,58.0,0
41,Wiraswasta,D4,11,Menikah,Pemuka Agama,Perempuan,0.0,0.0,44.0,1
40,Pemerintah Lokal,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,58.0,1
38,Wiraswasta,SMA,9,Cerai,Tech-support,Laki2,0.0,0.0,45.0,0
46,Wiraswasta,7th-8th,4,Menikah,Supir,Laki2,0.0,0.0,40.0,0
65,Wiraswasta,Master,14,Menikah,Sales,Laki2,0.0,0.0,40.0,1
35,Wiraswasta,7th-8th,4,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
28,Wiraswasta,SMA,9,Berpisah,Pembersih,Laki2,0.0,0.0,30.0,0
33,Wiraswasta,SMA,9,Menikah,Penjaga,Laki2,0.0,0.0,48.0,1
46,Wiraswasta,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,1
28,Wiraswasta,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,26.0,0
46,Wiraswasta,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,50.0,1
19,Wiraswasta,5th-6th,3,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,50.0,0
35,Wiraswasta,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,1
17,Wiraswasta,11th,7,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,26.0,0
46,Pemerintah Lokal,Sekolah Professional,15,Berpisah,Spesialis,Laki2,0.0,0.0,40.0,0
17,,12th,8,Belum Pernah Menikah,,Laki2,0.0,0.0,30.0,0
32,Wiraswasta,SMA,9,Menikah,Servis Lainnya,Laki2,0.0,0.0,58.0,0
31,Wiraswasta,SMA,9,Cerai,Supir,Laki2,0.0,0.0,55.0,0
45,Wiraswasta,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,45.0,0
25,Wiraswasta,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,0
47,Pemerintah Negara,D4,11,Menikah,Tech-support,Laki2,0.0,0.0,48.0,1
47,,SMA,9,Menikah,,Laki2,0.0,0.0,40.0,0
54,Pekerja Bebas Bukan Perusahan,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,35.0,0
34,Wiraswasta,Sarjana,13,Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,1
32,Wiraswasta,D4,11,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,45.0,0
43,Wiraswasta,D4,11,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
27,Wiraswasta,SMA,9,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,58.0,0
65,Wiraswasta,Pendidikan Tinggi,10,Menikah,Penjaga,Laki2,0.0,0.0,26.0,0
31,Wiraswasta,SMA,9,Menikah,Supir,Laki2,0.0,0.0,50.0,0
56,Pemerintah Lokal,Pendidikan Tinggi,10,Cerai,Penjaga,Laki2,0.0,0.0,48.0,0
38,Pemerintah Lokal,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,1
23,Wiraswasta,SMA,9,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
22,Wiraswasta,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,42.0,0
50,,Pendidikan Tinggi,10,Cerai,,Laki2,0.0,0.0,40.0,0
42,,11th,7,Menikah,,Laki2,0.0,0.0,26.0,0
51,Wiraswasta,D3,12,Berpisah,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
36,Pekerja Bebas Perusahaan,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,50.0,0
42,Pekerja Bebas Perusahaan,Master,14,Cerai,Ekesekutif Managerial,Laki2,0.0,0.0,58.0,1
21,Wiraswasta,9th,5,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,48.0,0
33,Wiraswasta,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,41.0,0
44,Wiraswasta,7th-8th,4,Menikah,Supir,Laki2,0.0,0.0,58.0,1
56,Wiraswasta,SMA,9,Janda,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
32,Wiraswasta,SMA,9,Cerai,Pemuka Agama,Laki2,0.0,0.0,40.0,0
37,Pemerintah Lokal,Pendidikan Tinggi,10,Menikah,Tech-support,Perempuan,0.0,0.0,36.0,1
26,Wiraswasta,Sarjana,13,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,45.0,0
31,Pemerintah Negara,Pendidikan Tinggi,10,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
56,Pemerintah Lokal,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,58.0,0
36,Wiraswasta,SMA,9,Menikah,Sales,Laki2,0.0,0.0,40.0,0
32,Pemerintah Negara,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,1
39,Pemerintah Lokal,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
46,Wiraswasta,11th,7,Berpisah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,0
34,Pekerja Bebas Bukan Perusahan,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,50.0,0
38,Wiraswasta,D3,12,Menikah,Sales,Laki2,0.0,0.0,50.0,1
51,Wiraswasta,Sarjana,13,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,50.0,0
40,Pekerja Bebas Bukan Perusahan,SMA,9,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,58.0,0
48,Wiraswasta,SMA,9,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,1
41,Wiraswasta,Pendidikan Tinggi,10,Menikah,Spesialis,Laki2,0.0,0.0,52.0,0
34,Wiraswasta,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
64,Pemerintah Provinsi,SMA,9,Menikah,Spesialis,Laki2,0.0,0.0,26.0,0
33,Pekerja Bebas Bukan Perusahan,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,0
31,Pemerintah Lokal,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,40.0,0
17,Wiraswasta,10th,6,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,26.0,0
36,Pekerja Bebas Bukan Perusahan,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
37,Wiraswasta,Pendidikan Tinggi,10,Menikah LDR,Ekesekutif Managerial,Perempuan,0.0,0.0,41.0,0
27,Wiraswasta,D4,11,Belum Pernah Menikah,Pembersih,Perempuan,0.0,0.0,38.0,0
58,Wiraswasta,SMA,9,Janda,Asisten Rumah Tangga,Perempuan,0.0,0.0,28.0,0
45,Wiraswasta,7th-8th,4,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
31,Wiraswasta,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
39,Pekerja Bebas Bukan Perusahan,SMA,9,Menikah,Petani,Laki2,0.0,0.0,40.0,0
38,Pekerja Bebas Bukan Perusahan,Sekolah Professional,15,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,32.0,0
48,Pekerja Bebas Bukan Perusahan,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
35,Pemerintah Lokal,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,40.0,1
41,Pemerintah Lokal,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,50.0,0
65,Pekerja Bebas Bukan Perusahan,9th,5,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,45.0,0
51,Wiraswasta,Master,14,Janda,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
27,Pemerintah Negara,Doktor,16,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,58.0,0
19,Wiraswasta,SMA,9,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,35.0,0
30,Wiraswasta,9th,5,Menikah,Pembersih,Laki2,0.0,0.0,40.0,0
42,Wiraswasta,Pendidikan Tinggi,10,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,30.0,0
30,Wiraswasta,11th,7,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,30.0,0
37,Wiraswasta,Sarjana,13,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,30.0,0
64,Wiraswasta,SMA,9,Menikah,Tech-support,Laki2,0.0,0.0,58.0,1
20,Wiraswasta,10th,6,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,40.0,0
42,Wiraswasta,SMA,9,Janda,Sales,Laki2,0.0,0.0,40.0,0
44,Wiraswasta,Pendidikan Tinggi,10,Cerai,Sales,Laki2,0.0,0.0,40.0,0
29,Wiraswasta,SMA,9,Cerai,Servis Lainnya,Laki2,0.0,0.0,40.0,1
36,Wiraswasta,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,48.0,1
43,Wiraswasta,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,40.0,1
39,Pekerja Bebas Bukan Perusahan,Sarjana,13,Berpisah,Perbaikan Kerajinan,Laki2,0.0,0.0,35.0,0
35,Pemerintah Provinsi,Sarjana,13,Menikah LDR,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
31,,Sarjana,13,Menikah,,Perempuan,0.0,0.0,26.0,1
35,Pemerintah Provinsi,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
32,Wiraswasta,1st-4th,2,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
47,Wiraswasta,SMA,9,Janda,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
59,,Master,14,Menikah,,Laki2,0.0,0.0,35.0,1
51,Wiraswasta,Pendidikan Tinggi,10,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,26.0,0
45,Wiraswasta,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
32,Wiraswasta,D4,11,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
29,Wiraswasta,D4,11,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,35.0,0
22,Wiraswasta,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,30.0,0
67,Pemerintah Lokal,7th-8th,4,Menikah,Penjaga,Laki2,0.0,0.0,40.0,0
27,Wiraswasta,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,45.0,0
40,Wiraswasta,SMA,9,Menikah,Sales,Perempuan,0.0,0.0,26.0,1
58,Wiraswasta,Sarjana,13,Menikah,Tech-support,Laki2,0.0,0.0,40.0,1
48,Wiraswasta,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,26.0,1
28,Wiraswasta,Sarjana,13,Belum Pernah Menikah,Tech-support,Perempuan,0.0,0.0,35.0,0
48,,Pendidikan Tinggi,10,Cerai,,Perempuan,0.0,0.0,30.0,0
33,Wiraswasta,SMA,9,Cerai,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,0
62,Wiraswasta,Pendidikan Tinggi,10,Menikah,Supir,Laki2,0.0,0.0,26.0,0
37,Pekerja Bebas Perusahaan,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,50.0,1
31,Wiraswasta,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
64,Pemerintah Negara,9th,5,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,38.0,0
37,Wiraswasta,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
38,Pekerja Bebas Bukan Perusahan,11th,7,Cerai,Ekesekutif Managerial,Laki2,0.0,0.0,55.0,0
25,Wiraswasta,5th-6th,3,Menikah,Pembersih,Laki2,0.0,0.0,40.0,0
45,Wiraswasta,Sarjana,13,Cerai,Pemuka Agama,Perempuan,0.0,0.0,35.0,1
65,,SMA,9,Menikah,,Laki2,0.0,0.0,30.0,0
23,Pekerja Bebas Bukan Perusahan,D4,11,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,40.0,0
24,Wiraswasta,D3,12,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
34,Pemerintah Lokal,Master,14,Janda,Spesialis,Perempuan,0.0,0.0,40.0,0
43,Pekerja Bebas Bukan Perusahan,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,26.0,0
26,Wiraswasta,Pendidikan Tinggi,10,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,44.0,0
70,Wiraswasta,Sarjana,13,Janda,Mesin Inspeksi,Laki2,0.0,0.0,32.0,0
36,Pekerja Bebas Bukan Perusahan,Sekolah Professional,15,Menikah,Sales,Laki2,0.0,0.0,30.0,1
28,Wiraswasta,Sarjana,13,Menikah LDR,Sales,Perempuan,0.0,0.0,50.0,0
33,Pekerja Bebas Perusahaan,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,0
21,Wiraswasta,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,26.0,0
21,Wiraswasta,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,0
40,Wiraswasta,Sarjana,13,Cerai,Spesialis,Perempuan,0.0,0.0,45.0,0
48,Pekerja Bebas Perusahaan,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,58.0,1
38,Wiraswasta,Sarjana,13,Menikah,Spesialis,Perempuan,0.0,0.0,40.0,1
50,Wiraswasta,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,43.0,1
20,Pemerintah Negara,D3,12,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,26.0,0
25,Pemerintah Negara,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Laki2,0.0,0.0,38.0,0
30,Wiraswasta,D3,12,Menikah LDR,Pemuka Agama,Perempuan,0.0,0.0,45.0,0
31,Wiraswasta,SMA,9,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,1
39,Wiraswasta,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,45.0,1
65,Pemerintah Lokal,SMA,9,Janda,Tech-support,Perempuan,0.0,0.0,35.0,0
22,Pemerintah Lokal,SMA,9,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,26.0,0
24,Wiraswasta,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,30.0,0
42,Pemerintah Lokal,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,48.0,1
47,Wiraswasta,SMA,9,Berpisah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
36,Wiraswasta,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,58.0,0
45,,SMA,9,Cerai,,Perempuan,0.0,0.0,40.0,0
35,Pekerja Bebas Bukan Perusahan,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,58.0,0
33,Wiraswasta,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,48.0,1
60,Wiraswasta,SMA,9,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,1
28,Pekerja Bebas Bukan Perusahan,Sarjana,13,Belum Pernah Menikah,Tech-support,Laki2,0.0,0.0,45.0,0
26,Wiraswasta,11th,7,Cerai,Perbaikan Kerajinan,Perempuan,0.0,0.0,40.0,0
18,Wiraswasta,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,37.0,0
47,Wiraswasta,SMA,9,Berpisah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
46,Wiraswasta,SMA,9,Berpisah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,0
34,Pekerja Bebas Bukan Perusahan,SMA,9,Menikah,Sales,Laki2,0.0,0.0,58.0,0
60,Wiraswasta,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,0
36,Pekerja Bebas Bukan Perusahan,Doktor,16,Menikah,Spesialis,Laki2,0.0,0.0,35.0,0
69,Wiraswasta,SMA,9,Menikah,Supir,Laki2,0.0,0.0,28.0,0
44,Pemerintah Lokal,Master,14,Cerai,Spesialis,Perempuan,0.0,0.0,50.0,1
57,Wiraswasta,SMA,9,Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,38.0,0
58,Wiraswasta,SMA,9,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
55,,SMA,9,Berpisah,,Perempuan,0.0,0.0,40.0,0
55,Pekerja Bebas Bukan Perusahan,Pendidikan Tinggi,10,Menikah,Spesialis,Laki2,0.0,0.0,50.0,0
52,Wiraswasta,10th,6,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
24,Pemerintah Lokal,Master,14,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,1
53,Pemerintah Lokal,D4,11,Cerai,Ekesekutif Managerial,Laki2,0.0,0.0,48.0,0
28,Wiraswasta,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,40.0,0
50,Pemerintah Lokal,Sarjana,13,Cerai,Spesialis,Perempuan,0.0,0.0,50.0,0
47,Pekerja Bebas Perusahaan,D3,12,Janda,Ekesekutif Managerial,Perempuan,0.0,0.0,58.0,0
57,Pekerja Bebas Bukan Perusahan,Pendidikan Tinggi,10,Menikah,Tech-support,Laki2,0.0,0.0,38.0,1
31,Wiraswasta,9th,5,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,43.0,1
46,Wiraswasta,D4,11,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
39,Wiraswasta,SMA,9,Berpisah,Pemuka Agama,Perempuan,0.0,0.0,26.0,0
19,,12th,8,Belum Pernah Menikah,,Laki2,0.0,0.0,40.0,0
54,Pekerja Bebas Bukan Perusahan,10th,6,Cerai,Servis Lainnya,Perempuan,0.0,0.0,26.0,0
40,Pemerintah Lokal,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,1
55,Wiraswasta,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,36.0,0
38,Wiraswasta,SMA,9,Cerai,Pemuka Agama,Perempuan,0.0,0.0,50.0,0
36,Pekerja Bebas Perusahaan,D4,11,Menikah,Sales,Laki2,0.0,0.0,58.0,0
23,Wiraswasta,SMA,9,Berpisah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
57,Wiraswasta,SMA,9,Janda,Tech-support,Perempuan,0.0,0.0,54.0,0
52,Wiraswasta,SMA,9,Menikah,Pembersih,Laki2,0.0,0.0,26.0,0
38,Wiraswasta,SMA,9,Berpisah,Perbaikan Kerajinan,Perempuan,0.0,0.0,35.0,0
43,Wiraswasta,Pendidikan Tinggi,10,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,42.0,0
36,Wiraswasta,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,26.0,0
37,Wiraswasta,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,48.0,1
54,Wiraswasta,Sarjana,13,Cerai,Spesialis,Perempuan,0.0,0.0,40.0,0
42,Wiraswasta,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,0
34,Wiraswasta,11th,7,Menikah,Pembersih,Laki2,0.0,0.0,40.0,0
38,Wiraswasta,Pendidikan Tinggi,10,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,44.0,0
60,Wiraswasta,Master,14,Cerai,Spesialis,Laki2,0.0,0.0,40.0,0
40,Pekerja Bebas Perusahaan,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,0
22,Wiraswasta,5th-6th,3,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,30.0,0
60,Wiraswasta,SMA,9,Cerai,Servis Lainnya,Perempuan,0.0,0.0,38.0,0
19,Wiraswasta,11th,7,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,26.0,0
34,Pekerja Bebas Bukan Perusahan,SMA,9,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,30.0,0
17,Wiraswasta,12th,8,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,26.0,0
27,,SMA,9,Menikah,,Perempuan,0.0,0.0,40.0,1
23,Wiraswasta,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,45.0,0
61,Wiraswasta,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,45.0,1
56,Pemerintah Lokal,5th-6th,3,Menikah,Supir,Laki2,0.0,0.0,40.0,0
25,Pekerja Bebas Bukan Perusahan,SMA,9,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
35,Wiraswasta,D3,12,Cerai,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
31,Wiraswasta,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,58.0,0
32,,SMA,9,Menikah,,Laki2,0.0,0.0,40.0,0
21,Wiraswasta,SMA,9,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,33.0,0
27,Wiraswasta,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
42,Wiraswasta,SMA,9,Janda,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
41,Wiraswasta,10th,6,Cerai,Sales,Laki2,0.0,0.0,48.0,0
59,Wiraswasta,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,58.0,1
50,Wiraswasta,SMA,9,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,0
66,Pemerintah Provinsi,D4,11,Janda,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
